time_s,intensity_random_phase,intensity_locked_phase
8.1056075133e-10,1.1156384557e+00,3.2647114416e-03
8.2056767419e-10,1.3833260082e+00,3.6345548633e-03
8.3057459704e-10,1.6470826620e+00,3.6724959153e-03
8.4058151990e-10,1.8955366844e+00,3.3792217202e-03
8.5058844276e-10,2.1185101382e+00,2.8147124875e-03
8.6059536561e-10,2.3076165511e+00,2.0848457125e-03
8.7060228847e-10,2.4567156315e+00,1.3204868049e-03
8.8060921132e-10,2.5621902485e+00,6.5310895826e-04
8.9061613418e-10,2.6230271308e+00,1.9140688539e-04
9.0062305704e-10,2.6407008235e+00,2.9878984623e-06
9.1062997989e-10,2.6188784501e+00,1.0414405001e-04
9.2063690275e-10,2.5629788533e+00,4.5915183791e-04
9.3064382560e-10,2.4796320123e+00,9.8880541331e-04
9.4065074846e-10,2.3760919538e+00,1.5862779151e-03
9.5065767131e-10,2.2596579750e+00,2.1371994371e-03
9.6066459417e-10,2.1371548127e+00,2.5402322262e-03
9.7067151703e-10,2.0145130554e+00,2.7244942383e-03
9.8067843988e-10,1.8964778235e+00,2.6608895865e-03
9.9068536274e-10,1.7864582070e+00,2.3655979035e-03
1.0006922856e-09,1.6865140543e+00,1.8954250297e-03
1.0106992085e-09,1.5974623601e+00,1.3361603975e-03
1.0207061313e-09,1.5190743491e+00,7.8626993392e-04
1.0307130542e-09,1.4503276016e+00,3.3898080294e-04
1.0407199770e-09,1.3896758194e+00,6.5976925486e-05
1.0507268999e-09,1.3353020067e+00,5.5159526802e-06
1.0607338227e-09,1.2853282374e+00,1.5689310241e-04
1.0707407456e-09,1.2379655337e+00,4.8198842527e-04
1.0807476684e-09,1.1915990970e+00,9.1336133261e-04
1.0907545913e-09,1.1448154584e+00,1.3672254851e-03
1.1007615142e-09,1.0963874411e+00,1.7588409170e-03
1.1107684370e-09,1.0452388516e+00,2.0175254249e-03
1.1207753599e-09,9.9041276734e-01,2.0986553549e-03
1.1307822827e-09,9.3106498703e-01,1.9906491882e-03
1.1407892056e-09,8.6649812181e-01,1.7158802069e-03
1.1507961284e-09,7.9624292556e-01,1.3255684211e-03
1.1608030513e-09,7.2018320291e-01,8.8975827256e-04
1.1708099741e-09,6.3871059422e-01,4.8431412835e-04
1.1808168970e-09,5.5288728240e-01,1.7732375316e-04
1.1908238199e-09,4.6458950413e-01,1.7323207517e-05
1.2008307427e-09,3.7660354131e-01,2.5355724071e-05
1.2108376656e-09,2.9264891441e-01,1.9213658200e-04
1.2208445884e-09,2.1731049258e-01,4.8065687370e-04
1.2308515113e-09,1.5587131121e-01,8.3359239092e-04
1.2408584341e-09,1.1404974445e-01,1.1840598583e-03
1.2508653570e-09,9.7656763492e-02,1.4677210987e-03
1.2608722798e-09,1.1219972699e-01,1.6340622053e-03
1.2708792027e-09,1.6246708122e-01,1.6548880528e-03
1.2808861256e-09,2.5213244464e-01,1.5286229109e-03
1.2908930484e-09,3.8341626517e-01,1.2797885031e-03
1.3008999713e-09,5.5683858506e-01,9.5389766891e-04
1.3109068941e-09,7.7108799380e-01,6.0880029051e-04
1.3209138170e-09,1.0230206242e+00,3.0411050099e-04
1.3309207398e-09,1.3077903946e+00,9.0632831693e-05
1.3409276627e-09,1.6190991005e+00,1.6484246797e-06
1.3509345856e-09,1.9495438308e+00,4.7540908964e-05
1.3609415084e-09,2.2910307049e+00,2.1461148927e-04
1.3709484313e-09,2.6352189206e+00,4.6817193597e-04
1.3809553541e-09,2.9739579165e+00,7.5924967091e-04
1.3909622770e-09,3.2996830027e+00,1.0336231020e-03
1.4009691998e-09,3.6057405730e+00,1.2415318207e-03
1.4109761227e-09,3.8866221499e+00,1.3463338681e-03
1.4209830455e-09,4.1380960139e+00,1.3306152306e-03
1.4309899684e-09,4.3572349516e+00,1.1987456954e-03
1.4409968913e-09,4.5423477600e+00,9.7552734955e-04
1.4510038141e-09,4.6928297601e+00,7.0127850567e-04
1.4610107370e-09,4.8089531827e+00,4.2431332057e-04
1.4710176598e-09,4.8916216337e+00,1.9220967239e-04
1.4810245827e-09,4.9421139204e+00,4.3434106549e-05
1.4910315055e-09,4.9618415429e+00,7.8874121621e-07
1.5010384284e-09,4.9521414467e+00,6.7786552279e-05
1.5110453512e-09,4.9141215997e+00,2.2851798296e-04
1.5210522741e-09,4.8485719914e+00,4.5094349474e-04
1.5310591970e-09,4.7559480921e+00,6.9294592166e-04
1.5410661198e-09,4.6364279582e+00,9.1000801361e-04
1.5510730427e-09,4.4900382593e+00,1.0631232032e-03
1.5610799655e-09,4.3168387640e+00,1.1255412486e-03
1.5710868884e-09,4.1171494990e+00,1.0871898369e-03
1.5810938112e-09,3.8918001820e+00,9.5605036049e-04
1.5911007341e-09,3.6423779802e+00,7.5631931126e-04
1.6011076570e-09,3.3714475628e+00,5.2375613578e-04
1.6111145798e-09,3.0827172104e+00,2.9910361912e-04
1.6211215027e-09,2.7811267637e+00,1.2078476998e-04
1.6311284255e-09,2.4728376463e+00,1.8178962034e-05
1.6411353484e-09,2.1651120778e+00,6.6476079250e-06
1.6511422712e-09,1.8660776016e+00,8.5144616019e-05
1.6611491941e-09,1.5843835980e+00,2.3677286991e-04
1.6711561169e-09,1.3287676294e+00,4.3212143589e-04
1.6811630398e-09,1.1075601544e+00,6.3473281119e-04
1.6911699627e-09,9.2816510969e-01,8.0768956715e-04
1.7011768855e-09,7.9655989008e-01,9.2013557246e-04
1.7111838084e-09,7.1686035577e-01,9.5258498845e-04
1.7211907312e-09,6.9099401514e-01,9.0011097278e-04
1.7311976541e-09,7.1851731525e-01,7.7289910117e-04
1.7412045769e-09,7.9660141859e-01,5.9412546162e-04
1.7512114998e-09,9.2019591419e-01,3.9559096640e-04
1.7612184226e-09,1.0823630488e+00,2.1192889840e-04
1.7712253455e-09,1.2747580552e+00,7.4436214043e-05
1.7812322684e-09,1.4882159174e+00,5.6229200044e-06
1.7912391912e-09,1.7133932694e+00,1.5424292118e-05
1.8012461141e-09,1.9414075511e+00,9.9708199652e-05
1.8112530369e-09,2.1644149858e+00,2.4129268577e-04
1.8212599598e-09,2.3760746524e+00,4.1324272088e-04
1.8312668826e-09,2.5718574024e+00,5.8381870731e-04
1.8412738055e-09,2.7491744314e+00,7.2217148334e-04
1.8512807283e-09,2.9073191618e+00,8.0376563723e-04
1.8612876512e-09,3.0472356019e+00,8.1458137351e-04
1.8712945741e-09,3.1711442499e+00,7.5337926380e-04
1.8813014969e-09,3.2820708482e+00,6.3166747711e-04
1.8913084198e-09,3.3833322283e+00,4.7142264875e-04
1.9013153426e-09,3.4780361320e+00,3.0100995002e-04
1.9113222655e-09,3.5686480413e+00,1.5005617578e-04
1.9213291883e-09,3.6566682838e+00,4.4199282244e-05
1.9313361112e-09,3.7424482988e+00,6.4167538807e-07
1.9413430341e-09,3.8251578004e+00,2.5275211246e-05
1.9513499569e-09,3.9028968066e+00,1.1185448609e-04
1.9613568798e-09,3.9729302681e+00,2.4332532895e-04
1.9713638026e-09,4.0320102553e+00,3.9503394836e-04
1.9813707255e-09,4.0767427361e+00,5.3921622503e-04
1.9913776483e-09,4.1039536601e+00,6.4995245179e-04
2.0013845712e-09,4.1110123482e+00,7.0770597550e-04
2.0113914940e-09,4.0960783696e+00,7.0265370652e-04
2.0213984169e-09,4.0582498547e+00,6.3624369956e-04
2.0314053398e-09,3.9976048387e+00,5.2073748277e-04
2.0414122626e-09,3.9151409041e+00,3.7685406711e-04
2.0514191855e-09,3.8126303125e+00,2.2996475371e-04
2.0614261083e-09,3.6924165801e+00,1.0553503489e-04
2.0714330312e-09,3.5571831184e+00,2.4630102313e-05
2.0814399540e-09,3.4097248267e+00,2.7485026191e-07
2.0914468769e-09,3.2527496904e+00,3.5294883485e-05
2.1014537997e-09,3.0887303455e+00,1.2199326680e-04
2.1114607226e-09,2.9198164565e+00,2.4368827666e-04
2.1214676455e-09,2.7478090489e+00,3.7780919995e-04
2.1314745683e-09,2.5741890544e+00,4.9997799326e-04
2.1414814912e-09,2.4001854571e+00,5.8834072116e-04
2.1514884140e-09,2.2268643918e+00,6.2738116978e-04
2.1614953369e-09,2.0552196938e+00,6.1055317981e-04
2.1715022597e-09,1.8862475801e+00,5.4128744381e-04
2.1815091826e-09,1.7209927822e+00,4.3222226320e-04
2.1915161055e-09,1.5605596413e+00,3.0282312512e-04
2.2015230283e-09,1.4060883389e+00,1.7583708375e-04
2.2115299512e-09,1.2587025084e+00,7.3225906449e-05
2.2215368740e-09,1.1194390421e+00,1.2303295996e-05
2.2315437969e-09,9.8917337451e-01,2.7538107499e-06
2.2415507197e-09,8.6855362976e-01,4.5044860908e-05
2.2515576426e-09,7.5795493480e-01,1.3048953279e-04
2.2615645654e-09,6.5746137829e-01,2.4292302588e-04
2.2715714883e-09,5.6687828511e-01,3.6167175807e-04
2.2815784112e-09,4.8577250733e-01,4.6527146724e-04
2.2915853340e-09,4.1353412640e-01,5.3526715840e-04
2.3015922569e-09,3.4944998157e-01,5.5942369490e-04
2.3115991797e-09,2.9277819808e-01,5.3379006348e-04
2.3216061026e-09,2.4281349336e-01,4.6327091234e-04
2.3316130254e-09,1.9893529000e-01,3.6062731466e-04
2.3416199483e-09,1.6063409898e-01,2.4410671457e-04
2.3516268711e-09,1.2751562098e-01,1.3414057680e-04
2.3616337940e-09,9.9285847296e-02,4.9705976619e-05
2.3716407169e-09,7.5723480030e-02,4.9976829850e-06
2.3816476397e-09,5.6647744997e-02,6.9929530065e-06
2.3916545626e-09,4.1889882948e-02,5.4325306627e-05
2.4016614854e-09,3.1275285912e-02,1.3764671443e-04
2.4116684083e-09,2.4620662904e-02,2.4139265892e-04
2.4216753311e-09,2.1747247979e-02,3.4661849538e-04
2.4316822540e-09,2.2507503563e-02,4.3439149504e-04
2.4416891769e-09,2.6819647853e-02,4.8913241551e-04
2.4516960997e-09,3.4702194806e-02,5.0131800905e-04
2.4617030226e-09,4.6299922350e-02,4.6907690606e-04
2.4717099454e-09,6.1893439019e-02,3.9841300755e-04
2.4817168683e-09,8.1886713721e-02,3.0203621807e-04
2.4917237911e-09,1.0677024912e-01,1.9702615119e-04
2.5017307140e-09,1.3706151645e-01,1.0175704612e-04
2.5117376368e-09,1.7322822618e-01,3.2636457666e-05
2.5217445597e-09,2.1560337117e-01,1.2355096548e-06
2.5317514826e-09,2.6430321475e-01,1.2311554339e-05
2.5417584054e-09,3.1916013165e-01,6.3059916190e-05
2.5517653283e-09,3.7968128461e-01,1.4371012714e-04
2.5617722511e-09,4.4504160744e-01,2.3934344031e-04
2.5717791740e-09,5.1411576025e-01,3.3259471465e-04
2.5817860968e-09,5.8554910023e-01,4.0675030983e-04
2.5917930197e-09,6.5786285462e-01,4.4869027221e-04
2.6017999425e-09,7.2958421050e-01,4.5115782371e-04
2.6118068654e-09,7.9938851422e-01,4.1396457012e-04
2.6218137883e-09,8.6623864707e-01,3.4393263558e-04
2.6318207111e-09,9.2950618306e-01,2.5360025458e-04
2.6418276340e-09,9.8906020541e-01,1.5893508110e-04
2.6518345568e-09,1.0453125222e+00,7.6471338869e-05
2.6618414797e-09,1.0992121594e+00,2.0383237561e-05
2.6718484025e-09,1.1521869641e+00,1.1813570703e-08
2.6818553254e-09,1.2060353931e+00,1.8275850973e-05
2.6918622482e-09,1.2627765314e+00,7.1236197600e-05
2.7018691711e-09,1.3244705937e+00,1.4887599078e-04
2.7118760940e-09,1.3930251800e+00,2.3694406430e-04
2.7218830168e-09,1.4700041282e+00,3.1952316548e-04
2.7318899397e-09,1.5564557833e+00,3.8186092338e-04
2.7418968625e-09,1.6527759398e+00,4.1296081443e-04
2.7519037854e-09,1.7586177568e+00,4.0747882654e-04
2.7619107082e-09,1.8728569159e+00,3.6659949875e-04
2.7719176311e-09,1.9936155398e+00,2.9774898742e-04
2.7819245540e-09,2.1183433794e+00,2.1320967471e-04
2.7919314768e-09,2.2439499233e+00,1.2789384954e-04
2.8019383997e-09,2.3669768355e+00,5.6679292074e-05
2.8119453225e-09,2.4837968344e+00,1.1782133087e-05
2.8219522454e-09,2.5908230784e+00,6.3020714264e-07
2.8319591682e-09,2.6847124986e+00,2.4606412943e-05
2.8419660911e-09,2.7625473652e+00,7.8873808191e-05
2.8519730139e-09,2.8219816186e+00,1.5330086518e-04
2.8619799368e-09,2.8613419333e+00,2.3431099003e-04
2.8719868597e-09,2.8796777940e+00,3.0731933801e-04
2.8819937825e-09,2.8767596391e+00,3.5932016088e-04
2.8920007054e-09,2.8530289013e+00,3.8116629828e-04
2.9020076282e-09,2.8095080698e+00,3.6914190323e-04
2.9120145511e-09,2.7476822660e+00,3.2555866880e-04
2.9220214739e-09,2.6693659144e+00,2.5828113919e-04
2.9320283968e-09,2.5765686667e+00,1.7927671260e-04
2.9420353196e-09,2.4713737378e+00,1.0245700148e-04
2.9520422425e-09,2.3558393547e+00,4.1199349650e-05
2.9620491654e-09,2.2319303923e+00,5.9895128774e-06
2.9720560882e-09,2.1014829138e+00,2.6003452758e-06
2.9820630111e-09,1.9661998030e+00,3.1122263986e-05
2.9920699339e-09,1.8276715345e+00,8.6007549631e-05
3.0020768568e-09,1.6874129481e+00,1.5710987884e-04
3.0120837796e-09,1.5469050864e+00,2.3152503108e-04
3.0220907025e-09,1.4076310063e+00,2.9589935710e-04
3.0320976254e-09,1.2710960122e+00,3.3879353965e-04
3.0421045482e-09,1.1388258032e+00,3.5268372897e-04
3.0521114711e-09,1.0123401603e+00,3.3525048710e-04
3.0621183939e-09,8.9310444093e-01,2.8973529984e-04
3.0721253168e-09,7.8246561248e-01,2.2431126877e-04
3.0821322396e-09,6.8158315334e-01,1.5058915666e-04
3.0921391625e-09,5.9136727422e-01,8.1531353416e-05
3.1021460853e-09,5.1243715073e-01,2.9148085439e-05
3.1121530082e-09,4.4511003832e-01,2.3848589559e-06
3.1221599311e-09,3.8942838711e-01,5.5722695951e-06
3.1321668539e-09,3.4522679739e-01,3.7706332524e-05
3.1421737768e-09,3.1223451480e-01,9.2678209279e-05
3.1521806996e-09,2.9020298318e-01,1.6040342690e-04
3.1621876225e-09,2.7904264181e-01,2.2864237460e-04
3.1721945453e-09,2.7894950283e-01,2.8518385301e-04
3.1822014682e-09,2.9050072923e-01,3.2000254226e-04
3.1922083910e-09,3.1469983604e-01,3.2700962036e-04
3.2022153139e-09,3.5295629999e-01,3.0509125583e-04
3.2122222368e-09,4.0699096475e-01,2.5825835187e-04
3.2222291596e-09,4.7866701510e-01,1.9488951995e-04
3.2322360825e-09,5.6975553858e-01,1.2620953823e-04
3.2422430053e-09,6.8165371618e-01,6.4279201425e-05
3.2522499282e-09,8.1508137244e-01,1.9856161208e-05
3.2622568510e-09,9.6978696868e-01,5.0578655421e-07
3.2722637739e-09,1.1442963761e+00,9.2934127724e-06
3.2822706967e-09,1.3357364870e+00,4.4283629919e-05
3.2922776196e-09,1.5397608772e+00,9.8927679708e-05
3.3022845425e-09,1.7505966854e+00,1.6326245945e-04
3.3122914653e-09,1.9612213687e+00,2.2570200119e-04
3.3222983882e-09,2.1636660342e+00,2.7509964284e-04
3.3323053110e-09,2.3494298413e+00,3.0271419269e-04
3.3423122339e-09,2.5099787337e+00,3.0373361826e-04
3.3523191567e-09,2.6372926399e+00,2.7809101202e-04
3.3623260796e-09,2.7244191850e+00,2.3043492068e-04
3.3723330025e-09,2.7659895136e+00,1.6926668655e-04
3.3823399253e-09,2.7586532703e+00,1.0540445758e-04
3.3923468482e-09,2.7013950126e+00,5.0051057271e-05
3.4023537710e-09,2.5957028727e+00,1.2810474519e-05
3.4123606939e-09,2.4455713690e+00,3.8423663288e-09
3.4223676167e-09,2.2573329628e+00,1.3579873410e-05
3.4323745396e-09,2.0393261645e+00,5.0807209055e-05
3.4423814624e-09,1.8014206681e+00,1.0479643981e-04
3.4523883853e-09,1.5544311214e+00,1.6575260067e-04
3.4623953082e-09,1.3094598896e+00,2.2273074547e-04
3.4724022310e-09,1.0772149038e+00,2.6558023316e-04
3.4824091539e-09,8.6735100332e-01,2.8673262929e-04
3.4924160767e-09,6.8788193161e-01,2.8251859650e-04
3.5024229996e-09,5.4470542354e-01,2.5378493233e-04
3.5124299224e-09,4.4127594623e-01,2.0570841253e-04
3.5224368453e-09,3.7844915367e-01,1.4684582731e-04
3.5324437681e-09,3.5450968705e-01,8.7594215327e-05
3.5424506910e-09,3.6538043904e-01,3.8338101681e-05
3.5524576139e-09,4.0499774138e-01,7.6136326295e-06
3.5624645367e-09,4.6582412590e-01,6.1389617154e-07
3.5724714596e-09,5.3945933652e-01,1.8296878651e-05
3.5824783824e-09,6.1730205461e-01,5.7248982871e-05
3.5924853053e-09,6.9121011668e-01,1.1032234657e-04
3.6024922281e-09,7.5410640838e-01,1.6792734146e-04
3.6124991510e-09,8.0048137787e-01,2.1974678831e-04
3.6225060739e-09,8.2675114080e-01,2.5656570497e-04
3.6325129967e-09,8.3144198286e-01,2.7189233001e-04
3.6425199196e-09,8.1518685583e-01,2.6308550890e-04
3.6525268424e-09,7.8053601684e-01,2.3179290754e-04
3.6625337653e-09,7.3160082771e-01,1.8362776432e-04
3.6725406881e-09,6.7356532174e-01,1.2714698483e-04
3.6825476110e-09,6.1211288561e-01,7.2316373718e-05
3.6925545338e-09,5.5282390465e-01,2.8738051994e-05
3.7025614567e-09,5.0060344115e-01,3.9551109880e-06
3.7125683796e-09,4.5919541009e-01,2.1326020131e-06
3.7225753024e-09,4.3083132655e-01,2.3345281265e-05
3.7325822253e-09,4.1604819025e-01,6.3593637535e-05
3.7425891481e-09,4.1369270398e-01,1.1554015202e-04
3.7525960710e-09,4.2110953376e-01,1.6983051311e-04
3.7626029938e-09,4.3449176022e-01,2.1676209211e-04
3.7726099167e-09,4.4935418353e-01,2.4800229399e-04
3.7826168395e-09,4.6107671234e-01,2.5805267304e-04
3.7926237624e-09,4.6545728221e-01,2.4520176186e-04
3.8026306853e-09,4.5921260292e-01,2.1180171374e-04
3.8126376081e-09,4.4037078466e-01,1.6382450965e-04
3.8226445310e-09,4.0851200218e-01,1.0978111928e-04
3.8326514538e-09,3.6483053375e-01,5.9199033095e-05
3.8426583767e-09,3.1201184526e-01,2.0930313511e-05
3.8526652995e-09,2.5393955913e-01,1.5904313678e-06
3.8626722224e-09,1.9526669355e-01,4.4030201141e-06
3.8726791453e-09,1.4090117581e-01,2.8652092598e-05
3.8826860681e-09,9.5465459091e-02,6.9834550381e-05
3.8926929910e-09,6.2792906187e-02,1.2048141493e-04
3.9026999138e-09,4.5519078589e-02,1.7149820817e-04
3.9127068367e-09,4.4814693550e-02,2.1378411520e-04
3.9227137595e-09,6.0290124025e-02,2.3984183948e-04
3.9327206824e-09,9.0080925742e-02,2.4509356453e-04
3.9427276052e-09,1.3110242073e-01,2.2867221466e-04
3.9527345281e-09,1.7944141897e-01,1.9355143677e-04
3.9627414510e-09,2.3083710900e-01,1.4599549472e-04
3.9727483738e-09,2.8119290881e-01,9.4430617521e-05
3.9827552967e-09,3.2705784347e-01,4.7940988383e-05
3.9927622195e-09,3.6602015449e-01,1.4657657711e-05
4.0027691424e-09,3.9696679898e-01,3.2593368705e-07
4.0127760652e-09,4.2017889391e-01,7.3034929787e-06
4.0227829881e-09,4.3725298174e-01,3.4163759799e-05
4.0327899109e-09,4.5085882337e-01,7.5971026677e-05
4.0427968338e-09,4.6436375436e-01,1.2517462011e-04
4.0528037567e-09,4.8136917503e-01,1.7296027763e-04
4.0628106795e-09,5.0521468356e-01,2.1081702807e-04
4.0728176024e-09,5.3850860679e-01,2.3204119658e-04
4.0828245252e-09,5.8273996793e-01,2.3291191475e-04
4.0928314481e-09,6.3801682737e-01,2.1333215748e-04
4.1028383709e-09,7.0296077352e-01,1.7682503512e-04
4.1128452938e-09,7.7476902846e-01,1.2988971517e-04
4.1228522166e-09,8.4943640270e-01,8.0834558483e-05
4.1328591395e-09,9.2211146345e-01,3.8296827128e-05
4.1428660624e-09,9.8754682061e-01,9.7125564440e-06
4.1528729852e-09,1.0405939596e+00,7.5079558520e-09
4.1628799081e-09,1.0766894876e+00,1.0739504017e-05
4.1728868309e-09,1.0922822009e+00,3.9841337656e-05
4.1828937538e-09,1.0851584857e+00,8.2006416082e-05
4.1929006766e-09,1.0546360603e+00,1.2964539870e-04
4.2029075995e-09,1.0016113110e+00,1.7424150285e-04
4.2129145224e-09,9.2846158854e-01,2.0786258198e-04
4.2229214452e-09,8.3881892715e-01,2.2456166196e-04
4.2329283681e-09,7.3724406256e-01,2.2141878800e-04
4.2429352909e-09,6.2883811142e-01,1.9904179079e-04
4.2529422138e-09,5.1883312348e-01,1.6144024374e-04
4.2629491366e-09,4.1220181543e-01,1.1529819516e-04
4.2729560595e-09,3.1332159524e-01,6.8777462892e-05
4.2829629823e-09,2.2571941730e-01,3.0065623968e-05
4.2929699052e-09,1.5191332660e-01,5.9268828352e-06
4.3029768281e-09,9.3355159257e-02,5.1216899739e-07
4.3129837509e-09,5.0468135956e-02,1.4637656836e-05
4.3229906738e-09,2.2764180036e-02,4.5656987027e-05
4.3329975966e-09,9.0195506450e-03,8.7946823253e-05
4.3430045195e-09,7.4842353115e-03,1.3391678947e-04
4.3530114423e-09,1.6100505406e-02,1.7536251719e-04
4.3630183652e-09,3.2708730333e-02,2.0492073194e-04
4.3730252880e-09,5.5223303018e-02,2.1736843751e-04
4.3830322109e-09,8.1767502323e-02,2.1053708832e-04
4.3930391338e-09,1.1076241011e-01,1.8568185415e-04
4.4030460566e-09,1.4097078922e-01,1.4724324266e-04
4.4130529795e-09,1.7150146735e-01,1.0204613814e-04
4.4230599023e-09,2.0178285810e-01,5.8080626592e-05
4.4330668252e-09,2.3151565058e-01,2.3082285316e-05
4.4430737480e-09,2.6061453398e-01,3.1640779188e-06
4.4530806709e-09,2.8914741957e-01,1.7416986134e-06
4.4630875938e-09,3.1727843343e-01,1.8941182477e-05
4.4730945166e-09,3.4521848061e-01,5.1591414536e-05
4.4831014395e-09,3.7318488240e-01,9.3800224307e-05
4.4931083623e-09,4.0136981715e-01,1.3800950791e-04
4.5031152852e-09,4.2991625015e-01,1.7634053394e-04
4.5131222080e-09,4.5889975211e-01,2.0199008460e-04
4.5231291309e-09,4.8831495896e-01,2.1043014232e-04
4.5331360537e-09,5.1806618273e-01,2.0019967247e-04
4.5431429766e-09,5.4796254979e-01,1.7315014247e-04
4.5531498995e-09,5.7771872837e-01,1.3410366921e-04
4.5631568223e-09,6.0696257902e-01,8.9986792645e-05
4.5731637452e-09,6.3525079269e-01,4.8595391468e-05
4.5831706680e-09,6.6209276753e-01,1.7210870197e-05
4.5931775909e-09,6.8698174383e-01,1.3131451690e-06
4.6031845137e-09,7.0943079046e-01,3.6178100965e-06
4.6131914366e-09,7.2900990567e-01,2.3606561523e-05
4.6231983594e-09,7.4537955320e-01,5.7631988536e-05
4.6332052823e-09,7.5831565183e-01,9.9575863444e-05
4.6432122052e-09,7.6772152601e-01,1.4194220545e-04
4.6532191280e-09,7.7362363463e-01,1.7718992359e-04
4.6632260509e-09,7.7614991273e-01,1.9906821998e-04
4.6732329737e-09,7.7549204535e-01,2.0371837560e-04
4.6832398966e-09,7.7185560606e-01,1.9034780490e-04
4.6932468194e-09,7.6540434634e-01,1.6135871318e-04
4.7032537423e-09,7.5620663655e-01,1.2191066367e-04
4.7132606651e-09,7.4419282085e-01,7.8996626414e-05
4.7232675880e-09,7.2913185919e-01,4.0197885769e-05
4.7332745109e-09,7.1063404372e-01,1.2339401603e-05
4.7432814337e-09,6.8818391140e-01,2.8401613135e-07
4.7532883566e-09,6.6120400416e-01,6.0784472683e-06
4.7632952794e-09,6.2914624787e-01,2.8600969679e-05
4.7733022023e-09,5.9160390350e-01,6.3771346965e-05
4.7833091251e-09,5.4843377398e-01,1.0528384489e-04
4.7933160480e-09,4.9987606162e-01,1.4573171013e-04
4.8033229709e-09,4.4665829444e-01,1.7792267305e-04
4.8133298937e-09,3.9007024947e-01,1.9615192137e-04
4.8233368166e-09,3.3199880006e-01,1.9720732868e-04
4.8333437394e-09,2.7491492342e-01,1.8092988788e-04
4.8433506623e-09,2.2180939026e-01,1.5023163591e-04
4.8533575851e-09,1.7607846625e-01,1.1056971721e-04
4.8633645080e-09,1.4136577178e-01,6.8971509380e-05
4.8733714308e-09,1.2137075316e-01,3.2784890985e-05
4.8833783537e-09,1.1963755982e-01,8.3758148811e-06
4.8933852766e-09,1.3934015161e-01,3.9565456052e-09
4.9033921994e-09,1.8307998245e-01,9.0749391726e-06
4.9133991223e-09,2.5271159339e-01,3.3900339065e-05
4.9234060451e-09,3.4920903656e-01,7.0006367368e-05
4.9334129680e-09,4.7258252361e-01,1.1093486235e-04
4.9434198908e-09,6.2185043635e-01,1.4939324503e-04
4.9534268137e-09,7.9506729966e-01,1.7854875175e-04
4.9634337365e-09,9.8940394960e-01,1.9323733752e-04
4.9734406594e-09,1.2012723415e+00,1.9087344267e-04
4.9834475823e-09,1.4264845544e+00,1.7190041416e-04
4.9934545051e-09,1.6604337681e+00,1.3970317188e-04
5.0034614280e-09,1.8982843887e+00,1.0000014911e-04
5.0134683508e-09,2.1351590397e+00,5.9823682654e-05
5.0234752737e-09,2.3663116434e+00,2.6270582108e-05
5.0334821965e-09,2.5872780622e+00,5.2447835092e-06
5.0434891194e-09,2.7939984526e+00,4.1477149645e-07
5.0534960423e-09,2.9829083088e+00,1.2569808032e-05
5.0635029651e-09,3.1509978515e+00,3.9487885676e-05
5.0735098880e-09,3.2958417315e+00,7.6337407009e-05
5.0835168108e-09,3.4156027918e+00,1.1654002627e-04
5.0935237337e-09,3.5090147968e+00,1.5294062375e-04
5.1035306565e-09,3.5753495719e+00,1.7907640356e-04
5.1135375794e-09,3.6143739593e+00,1.9032009460e-04
5.1235445022e-09,3.6263014997e+00,1.8469510693e-04
5.1335514251e-09,3.6117429090e+00,1.6321910079e-04
5.1435583480e-09,3.5716584008e+00,1.2971629682e-04
5.1535652708e-09,3.5073138174e+00,9.0133082696e-05
5.1635721937e-09,3.4202415121e+00,5.1479346870e-05
5.1735791165e-09,3.3122060396e+00,2.0583952899e-05
5.1835860394e-09,3.1851740196e+00,2.8852301885e-06
5.1935929622e-09,3.0412870631e+00,1.4706319138e-06
5.2035998851e-09,2.8828363849e+00,1.6535082467e-05
5.2136068079e-09,2.7122376515e+00,4.5352994592e-05
5.2236137308e-09,2.5320047015e+00,8.2767747205e-05
5.2336206537e-09,2.3447209871e+00,1.2211076151e-04
5.2436275765e-09,2.1530078934e+00,1.5638642375e-04
5.2536344994e-09,1.9594894623e+00,1.7951237897e-04
5.2636414222e-09,1.7667534585e+00,1.8739537002e-04
5.2736483451e-09,1.5773091414e+00,1.7865239409e-04
5.2836552679e-09,1.3935425306e+00,1.5485017140e-04
5.2936621908e-09,1.2176703516e+00,1.2022150130e-04
5.3036691137e-09,1.0516941971e+00,8.0909820966e-05
5.3136760365e-09,8.9735671932e-01,4.3876744467e-05
5.3236829594e-09,7.5610184792e-01,1.5666785339e-05
5.3336898822e-09,6.2904109069e-01,1.2483803605e-06
5.3436968051e-09,5.1692790122e-01,3.1363909757e-06
5.3537037279e-09,4.2014187902e-01,2.0951007174e-05
5.3637106508e-09,3.3868421055e-01,5.1490383870e-05
5.3737175736e-09,2.7218527722e-01,8.9303194532e-05
5.3837244965e-09,2.1992477658e-01,1.2765875642e-04
5.3937314194e-09,1.8086406510e-01,1.5974213909e-04
5.4037383422e-09,1.5368977832e-01,1.7986211890e-04
5.4137452651e-09,1.3686716516e-01,1.8445793694e-04
5.4237521879e-09,1.2870103289e-01,1.7272682686e-04
5.4337591108e-09,1.2740177599e-01,1.4676176150e-04
5.4437660336e-09,1.3115368502e-01,1.1117581770e-04
5.4537729565e-09,1.3818261597e-01,7.2280546669e-05
